word	freq	pinyin
不护细行	55422	buhuxixing
不报	55421	bubao
不拔一毛	55420	bubayimao
不拔之志	55419	bubazhizhi
不拘	55418	buju
不拘一格	55417	bujuyige
不拘小节	55416	bujuxiaojie
不拘形迹	55415	bujuxingji
不拘细节	55414	bujuxijie
不拘细行	55413	bujuxixing
不择手段	55412	buzeshouduan
不择生冷	55411	buzeshengleng
不按君臣	55410	buanjunchen
不挑之祖	55409	butiaozhizu
不挠不屈	55408	bunaobuqu
不挠不折	55407	bunaobuzhe
不振	55406	buzhen
不揣冒昧	55405	buchuaimaomei
不揪不採	55404	bujiubucai
不揪不睬	55403	bujiubucai
不揪不采	55402	bujiubucai
不摸头	55401	bumotou
不擒二毛	55400	buqinermao
不支	55399	buzhi
不改其乐	55398	bugaiqile
不攻自破	55397	bugongzipo
不敌	55396	budi
不敏	55395	bumin
不教之教	55394	bujiaozhijiao
不教而杀	55393	bujiaoersha
不教而诛	55392	bujiaoerzhu
不敢	55391	bugan
不敢为天下先	55390	buganweitianxiaxian
不敢后人	55389	buganhouren
不敢告劳	55388	bugangaolao
不敢当	55387	bugandang
不敢掠美	55386	buganlvemei
不敢旁骛	55385	buganpangwu
不敢自专	55384	buganzizhuan
不敢苟同	55383	bugangoutong
不敢越雷池一步	55382	buganyueleichiyibu
不敢造次	55381	buganzaoci
不敢问津	55380	buganwenjin
不敢高攀	55379	bugangaopan
不敬	55378	bujing
不文	55377	buwen
不文不武	55376	buwenbuwu
不料	55375	buliao
不断	55374	buduan
不断如带	55373	buduanrudai
不方便	55372	bufangbian
不旋踵	55371	buxuanzhong
不无	55370	buwu
不无小补	55369	buwuxiaobu
不日	55368	buri
不日不月	55367	buribuyue
不时	55366	bushi
不时之需	55365	bushizhixu
不时之须	55364	bushizhixu
不明	55363	buming
不明不白	55362	bumingbubai
不易	55361	buyi
不易一字	55360	buyiyizi
不易之典	55359	buyizhidian
不易之论	55358	buyizhilun
不是	55357	bushi
不是冤家不聚头	55356	bushiyuanjiabujutou
不是味儿	55355	bushiweier
不晓世务	55354	buxiaoshiwu
不景气	55353	bujingqi
不智	55352	buzhi
不暇	55351	buxia
不更事	55350	bugengshi
不曾	55349	buceng
不服	55348	bufu
不服气	55347	bufuqi
不服水土	55346	bufushuitu
不期	55345	buqi
不期修古	55344	buqixiugu
不期然而然	55343	buqiranerran
不期而会	55342	buqierhui
不期而同	55341	buqiertong
不期而然	55340	buqierran
不期而遇	55339	buqieryu
不朽	55338	buxiu
不来梅	55337	bulaimei
不枉	55336	buwang
不果	55335	buguo
不染一尘	55334	buranyichen
不栉进士	55333	buzhijinshi
不根之论	55332	bugenzhilun
不根之谈	55331	bugenzhitan
不检	55330	bujian
不次之位	55329	bucizhiwei
不次之迁	55328	bucizhiqian
不欢而散	55327	buhuanersan
不欺屋漏	55326	buqiwulou
不欺暗室	55325	buqianshi
不欺闇室	55324	buqianshi
不止	55323	buzhi
不正	55322	buzheng
不正之风	55321	buzhengzhifeng
不正常	55320	buzhengchang
不正当竞争	55319	buzhengdangjingzheng
不步人脚	55318	buburenjiao
不死不活	55317	busibuhuo
不比	55316	bubi
不毛	55315	bumao
不毛之地	55314	bumaozhidi
不求甚解	55313	buqiushenjie
不求闻达	55312	buqiuwenda
不治	55311	buzhi
不治之症	55310	buzhizhizheng
不法	55309	bufa
不法之徒	55308	bufazhitu
不法古不修今	55307	bufagubuxiujin
不法常可	55306	bufachangke
不洁	55305	bujie
不测	55304	buce
不测之忧	55303	bucezhiyou
不测之祸	55302	bucezhihuo
不测之罪	55301	bucezhizui
不济	55300	buji
不济事	55299	bujishi
不消	55298	buxiao
不消说	55297	buxiaoshuo
不满	55296	buman
不灵	55295	buling
不点儿	55294	budianer
不然	55293	buran
不熟	55292	bushu
不爽	55291	bushuang
不爽毫发	55290	bushuanghaofa
不爽累黍	55289	bushuangleishu
不牧之地	55288	bumuzhidi
不犯	55287	bufan
不犯着	55286	bufanzhao
不独	55285	budu
不猧不魀	55284	buwobuga
不理	55283	buli
不甘	55282	bugan
不甘后人	55281	buganhouren
不甘寂寞	55280	buganjimo
不甘心	55279	buganxin
不甘示弱	55278	buganshiruo
不甘雌伏	55277	bugancifu
不甚	55276	bushen
不甚了了	55275	bushenliaoliao
不生不灭	55274	bushengbumie
不用	55273	buyong
不用说	55272	buyongshuo
不由	55271	buyou
不由分说	55270	buyoufenshuo
不由得	55269	buyoude
不由自主	55268	buyouzizhu
不畅	55267	buchang
不留余地	55266	buliuyudi
不疾不徐	55265	bujibuxu
不痛不痒	55264	butongbuyang
不痴不聋	55263	buchibulong
不瘟不火	55262	buwenbuhuo
不登大雅	55261	budengdaya
复杂度	55261	fuzadu
不登大雅之堂	55260	budengdayazhitang
不白之冤	55259	bubaizhiyuan
不直一文	55258	buzhiyiwen
不直一钱	55257	buzhiyiqian
不相上下	55256	buxiangshangxia
不相为谋	55255	buxiangweimou
不相干	55254	buxianggan
不相称	55253	buxiangchen
不相问闻	55252	buxiangwenwen
不相闻问	55251	buxiangwenwen
不省人事	55250	buxingrenshi
不看僧面看佛面	55249	bukansengmiankanfomian
不着疼热	55248	buzhuotengre
不着边际	55247	buzhuobianji
不瞅不睬	55246	buchoubucai
不瞽不聋	55245	bugubulong
不矜不伐	55244	bujinbufa
不矜细行	55243	bujinxixing
不知丁董	55242	buzhidingdong
血液	55242	xueye
不知不觉	55241	buzhibujue
不知世务	55240	buzhishiwu
不知人间有羞耻事	55239	buzhirenjianyouxiuchishi
不知凡几	55238	buzhifanji
不知利害	55237	buzhilihai
不知去向	55236	buzhiquxiang
不知天高地厚	55235	buzhitiangaodihou
不知头脑	55234	buzhitounao
不知好歹	55233	buzhihaodai
不知寝食	55232	buzhiqinshi
不知就里	55231	buzhijiuli
不知所云	55230	buzhisuoyun
不知所以	55229	buzhisuoyi
不知所出	55228	buzhisuochu
不知所厝	55227	buzhisuocuo
不知所可	55226	buzhisuoke
不知所措	55225	buzhisuocuo
不知所终	55224	buzhisuozhong
不知所言	55223	buzhisuoyan
不知所错	55222	buzhisuocuo
不知死活	55221	buzhisihuo
不知深浅	55220	buzhishenqian
不知甘苦	55219	buzhiganku
不知疼痒	55218	buzhitengyang
不知痛痒	55217	buzhitongyang
不知端倪	55216	buzhiduanni
不知纪极	55215	buzhijiji
不知老之将至	55214	buzhilaozhijiangzhi
不知者不罪	55213	buzhizhebuzui
不知肉味	55212	buzhirouwei
不知自爱	55211	buzhiziai
不知自量	55210	buzhiziliang
不知薡蕫	55209	buzhidingdong
不知起倒	55208	buzhiqidao
不知轻重	55207	buzhiqingzhong
不知进退	55206	buzhijintui
不知颠倒	55205	buzhidiandao
不知高下	55204	buzhigaoxia
不知高低	55203	buzhigaodi
不破不立	55202	bupobuli
不确	55201	buque
不碍	55200	buai
不磷不缁	55199	bulinbuzi
不祥	55198	buxiang
不祥之兆	55197	buxiangzhizhao
不祧之宗	55196	butiaozhizong
不祧之祖	55195	butiaozhizu
不禁	55194	bujin
不禁不由	55193	bujinbuyou
不稂不莠	55192	bulangbuyou
不稳	55191	buwen
不稼不穑	55190	bujiabuse
不立文字	55189	buliwenzi
不端	55188	buduan
不符	55187	bufu
不等	55186	budeng
不等价交换	55185	budengjiajiaohuan
不等号	55184	budenghao
不等式	55183	budengshi
不算	55182	busuan
不管	55181	buguan
不管一二	55180	buguanyier
不管三七二十一	55179	buguansanqiershiyi
不管不顾	55178	buguanbugu
不粘锅	55177	bunianguo
不紧不慢	55176	bujinbuman
不约而同	55175	buyueertong
不纯	55174	buchun
不经世故	55173	bujingshigu
不经之语	55172	bujingzhiyu
不经之说	55171	bujingzhishuo
不经之谈	55170	bujingzhitan
不经意	55169	bujingyi
不结盟国家	55168	bujiemengguojia
不结盟运动	55167	bujiemengyundong
不绝于耳	55166	bujueyuer
不绝如发	55165	bujuerufa
不绝如带	55164	bujuerudai
不绝如线	55163	bujueruxian
不绝如缕	55162	bujuerulv
不绝若线	55161	bujueruoxian
不置可否	55160	buzhikefou
不置褒贬	55159	buzhibaobian
不羁	55158	buji
不羁之才	55157	bujizhicai
不羁之民	55156	bujizhimin
不羞当面	55155	buxiudangmian
赋值	55155	fuzhi
不習水土	55154	buxishuitu
不翼而飞	55153	buyierfei
不老少	55152	bulaoshao
不耐	55151	bunai
不耐烦	55150	bunaifan
不耻	55149	buchi
不耻下问	55148	buchixiawen
不耻最后	55147	buchizuihou
不肖	55146	buxiao
不肖子	55145	buxiaozi
不肖子孙	55144	buxiaozisun
不肯	55143	buken
不育	55142	buyu
不胜	55141	busheng
不胜其任	55140	bushengqiren
不胜其烦	55139	bushengqifan
不胜其苦	55138	bushengqiku
不胜杯杓	55137	bushengbeishao
不胜枚举	55136	bushengmeiju
不胜桮杓	55135	bushengbeishao
不胫而走	55134	bujingerzou
不能	55133	buneng
不能不	55132	bunengbu
不能登大雅之堂	55131	bunengdengdayazhitang
不能自己	55130	bunengziji
不能自已	55129	bunengziyi
不能自拔	55128	bunengziba
不能赞一词	55127	bunengzanyici
不能赞一辞	55126	bunengzanyici
不脩边幅	55125	buxiubianfu
不腆之仪	55124	butianzhiyi
不臣之心	55123	buchenzhixin
不自在	55122	buzizai
不自满假	55121	buzimanjia
不自量	55120	buziliang
不自量力	55119	buziliangli
不至于	55118	buzhiyu
不致	55117	buzhi
不舍	55116	bushe
不舍昼夜	55115	bushezhouye
不舒服	55114	bushufu
不舞之鹤	55113	buwuzhihe
坚定不移	55113	jiandingbuyi
不良	55112	buliang
不苟	55111	bugou
不苟言笑	55110	bugouyanxiao
不若	55109	buruo
不茶不饭	55108	buchabufan
不药而愈	55107	buyaoeryu
不落俗套	55106	buluosutao
不落窠臼	55105	buluokejiu
不落边际	55104	buluobianji
不蔓不支	55103	bumanbuzhi
不蔓不枝	55102	bumanbuzhi
不虚此行	55101	buxucixing
不虞	55100	buyu
不虞之誉	55099	buyuzhiyu
不行	55098	buxing
不衫不履	55097	bushanbulv
不衰	55096	bushuai
不要	55095	buyao
不要怕	55094	buyaopa
不要紧	55093	buyaojin
不要脸	55092	buyaolian
不见	55091	bujian
不见不散	55090	bujianbusan
不见了	55089	bujianle
不见天日	55088	bujiantianri
不见得	55087	bujiande
不见棺材不下泪	55086	bujianguancaibuxialei
不见棺材不落泪	55085	bujianguancaibuluolei
不见经传	55084	bujianjingzhuan
不见舆薪	55083	bujianyuxin
不规则	55082	buguize
不觉	55081	bujue
不觉技痒	55080	bujuejiyang
不解	55079	bujie
不解之仇	55078	bujiezhichou
不解之缘	55077	bujiezhiyuan
不言不语	55076	buyanbuyu
不言而信	55075	buyanerxin
不言而喻	55074	buyaneryu
不言而谕	55073	buyaneryu
不计	55072	buji
不计其数	55071	bujiqishu
不计得失	55070	bujideshi
不让	55069	burang
不记前仇	55068	bujiqianchou
不记得	55067	bujide
不讳	55066	buhui
不讳之朝	55065	buhuizhichao
不讳之路	55064	buhuizhilu
不讳之门	55063	buhuizhimen
不许	55062	buxu
不论	55061	bulun
不论如何	55060	bulunruhe
不识一丁	55059	bushiyiding
不识不知	55058	bushibuzhi
不识东家	55057	bushidongjia
不识之无	55056	bushizhiwu
不识人间有羞耻事	55055	bushirenjianyouxiuchishi
不识大体	55054	bushidati
不识好歹	55053	bushihaodai
不识局面	55052	bushijumian
不识庐山真面目	55051	bushilushanzhenmianmu
不识抬举	55050	bushitaiju
不识时务	55049	bushishiwu
不识泰山	55048	bushitaishan
不识起倒	55047	bushiqidao
不识马肝	55046	bushimagan
不识高低	55045	bushigaodi
不该	55044	bugai
不详	55043	buxiang
不谋同辞	55042	bumoutongci
不谋而合	55041	bumouerhe
不谋而同	55040	bumouertong
不象	55039	buxiang
不象话	55038	buxianghua
不负众望	55037	bufuzhongwang
不负重望	55036	bufuzhongwang
不败之地	55035	bubaizhidi
不贪为宝	55034	butanweibao
不费之惠	55033	bufeizhihui
不费吹灰之力	55032	bufeichuihuizhili
不赏之功	55031	bushangzhigong
不赖	55030	bulai
不赞一词	55029	buzanyici
不起	55028	buqi
不起眼	55027	buqiyan
不起诉	55026	buqisu
不越雷池	55025	buyueleichi
不足	55024	buzu
不足为凭	55023	buzuweiping
不足为外人道	55022	buzuweiwairendao
不足为奇	55021	buzuweiqi
不足为意	55020	buzuweiyi
不足为据	55019	buzuweiju
不足为法	55018	buzuweifa
不足为训	55017	buzuweixun
不足介意	55016	buzujieyi
不足取	55015	buzuqu
不足挂齿	55014	buzuguachi
不足轻重	55013	buzuqingzhong
不足道	55012	buzudao
不足齿数	55011	buzuchishu
不轨	55010	bugui
不轨之徒	55009	buguizhitu
不轻然诺	55008	buqingrannuo
不辍	55007	buchuo
不辞	55006	buci
不辞劳苦	55005	bucilaoku
不辞而别	55004	bucierbie
不辟斧钺	55003	bubifuyue
不辨真伪	55002	bubianzhenwei
不辨菽粟	55001	bubianshusu
不辨菽麦	55000	bubianshumai
不辩菽麦	54999	bubianshumai
不辱使命	54998	burushiming
不迁之庙	54997	buqianzhimiao
不过	54996	buguo
不过如此	54995	buguoruci
不过尔尔	54994	buguoerer
不过意	54993	buguoyi
不近人情	54992	bujinrenqing
不近道理	54991	bujindaoli
不进则退	54990	bujinzetui
不远万里	54989	buyuanwanli
不远千里	54988	buyuanqianli
不违农时	54987	buweinongshi
不迭	54986	budie
不追既往	54985	buzhuijiwang
不适	54984	bushi
不适合	54983	bushihe
不逊	54982	buxun
不透明	54981	butouming
不通	54980	butong
不通水火	54979	butongshuihuo
不逞	54978	bucheng
不逞之徒	54977	buchengzhitu
不速之客	54976	busuzhike
不遂	54975	busui
不遇	54974	buyu
不遑	54973	buhuang
不遑启处	54972	buhuangqichu
不遑宁处	54971	buhuangningchu
不遑宁息	54970	buhuangningxi
不遑暇食	54969	buhuangxiashi
不遑枚举	54968	buhuangmeiju
不道德	54967	budaode
不遗余力	54966	buyiyuli
不遗寸长	54965	buyicunchang
不遗巨细	54964	buyijuxi
不避	54963	bubi
不避斧钺	54962	bubifuyue
不避水火	54961	bubishuihuo
不避汤火	54960	bubitanghuo
不避艰险	54959	bubijianxian
不郎不秀	54958	bulangbuxiu
不配	54957	bupei
不重要	54956	buzhongyao
不锈钢	54955	buxiugang
不错	54954	bucuo
不问	54953	buwen
不问不闻	54952	buwenbuwen
不问事实真相	54951	buwenshishizhenxiang
不问年龄大小	54950	buwennianlingdaxiao
不问是非曲直	54949	buwenshifeiquzhi
不问皂白	54948	buwenzaobai
不问青红皂白	54947	buwenqinghongzaobai
不间不界	54946	bujianbujie
不闻不问	54945	buwenbuwen
不阴不阳	54944	buyinbuyang
不随以止	54943	busuiyizhi
不雅	54942	buya
不露圭角	54941	buluguijiao
不露声色	54940	bulushengse
不露形色	54939	buluxingse
桔子	54939	juzi
不露神色	54938	bulushense
不露锋芒	54937	bulufengmang
不露锋铓	54936	bulufengmang
不韪	54935	buwei
不须	54934	buxu
不顾	54933	bugu
不顾一切	54932	buguyiqie
不顾前后	54931	buguqianhou
不顾大局	54930	bugudaju
不顾死活	54929	bugusihuo
不食之地	54928	bushizhidi
不食周粟	54927	bushizhousu
不食烟火	54926	bushiyanhuo
不食马肝	54925	bushimagan
不饥不寒	54924	bujibuhan
不饮盗泉	54923	buyindaoquan
不骄不躁	54922	bujiaobuzao
不齐	54921	buqi
不齿	54920	buchi
不齿于人	54919	buchiyuren
不龟手药	54918	buguishouyao
与世俯仰	54917	yushifuyang
与世偃仰	54916	yushiyanyang
与世推移	54915	yushituiyi
与世无争	54914	yushiwuzheng
与世沉浮	54913	yushichenfu
与世浮沉	54912	yushifuchen
与世长辞	54911	yushichangci
与世隔绝	54910	yushigejue
与人为善	54909	yurenweishan
与众不同	54908	yuzhongbutong
与会	54907	yuhui
与共	54906	yugong
与其	54905	yuqi
与受同科	54904	yushoutongke
与日俱增	54903	yurijuzeng
与时偕行	54902	yushixiexing
与时推移	54901	yushituiyi
与时消息	54900	yushixiaoxi
与此相反	54899	yucixiangfan
与民同乐	54898	yumintongle
与民更始	54897	yumingengshi
与民除害	54896	yuminchuhai
与物无忤	54895	yuwuwuwu
与物无竞	54894	yuwuwujing
与狐谋皮	54893	yuhumoupi
与虎添翼	54892	yuhutianyi
与虎谋皮	54891	yuhumoupi
与赛	54890	yusai
与门	54889	yumen
与闻	54888	yuwen
丑化	54887	chouhua
丑声远播	54886	choushengyuanbo
丑媳妇总得见公婆	54885	chouxifuzongdejiangongpo
丑态毕露	54884	choutaibilu
丑恶	54883	choue
丑星	54882	chouxing
丑相	54881	chouxiang
丑类恶物	54880	chouleiewu
丑行	54879	chouxing
丑角	54878	choujue
专业教育	54877	zhuanyejiaoyu
专业银行	54876	zhuanyeyinhang
专任	54875	zhuanren
专供	54874	zhuangong
专修科	54873	zhuanxiuke
专区	54872	zhuanqu
专号	54871	zhuanhao
专名号	54870	zhuanminghao
专员	54869	zhuanyuan
专员公署	54868	zhuanyuangongshu
专场	54867	zhuanchang
专家	54866	zhuanjia
专差	54865	zhuanchai
专座	54864	zhuanzuo
专心一致	54863	zhuanxinyizhi
专指	54862	zhuanzhi
专有	54861	zhuanyou
专有名词	54860	zhuanyoumingci
专柜	54859	zhuangui
专栏作家	54858	zhuanlanzuojia
专横	54857	zhuanheng
专横跋扈	54856	zhuanhengbahu
专欲难成	54855	zhuanyunancheng
专版	54854	zhuanban
专科学校	54853	zhuankexuexiao
专科生	54852	zhuankesheng
专稿	54851	zhuangao
专精覃思	54850	zhuanjingtansi
专著	54849	zhuanzhu
专论	54848	zhuanlun
专车	54847	zhuanche
专长	54846	zhuanchang
专门家	54845	zhuanmenjia
且住为佳	54844	qiezhuweijia
且慢	54843	qieman
且末	54842	qiemo
且说	54841	qieshuo
且食蛤蜊	54840	qieshihali
世上	54839	shishang
世上无难事	54838	shishangwunanshi
世亲	54837	shiqin
世仇	54836	shichou
世传	54835	shichuan
世伯	54834	shibo
世俗之见	54833	shisuzhijian
世家	54832	shijia
世态炎凉	54831	shitaiyanliang
世掌丝纶	54830	shizhangsilun
世济其美	54829	shijiqimei
世界大学生运动会	54828	shijiedaxueshengyundonghui
世界观	54827	shijieguan
世界语	54826	shijieyu
世系	54825	shixi
世纪	54824	shiji
世纪末	54823	shijimo
世间	54822	shijian
世风	54821	shifeng
世风日下	54820	shifengrixia
丙丁	54819	bingding
丙种射线	54818	bingzhongshexian
丙纶	54817	binglun
业业矜矜	54816	yeyejinjin
业余教育	54815	yeyujiaoyu
业内	54814	yenei
业大	54813	yeda
丛山峻岭	54812	congshanjunling
丛轻折轴	54811	congqingzhezhou
丛雀渊鱼	54810	congqueyuanyu
东三省	54809	dongsansheng
东京大学	54808	dongjingdaxue
东倒西歪	54807	dongdaoxiwai
东冲西决	54806	dongchongxijue
东冲西撞	54805	dongchongxizhuang
东冲西突	54804	dongchongxitu
东劳西燕	54803	donglaoxiyan
东北	54802	dongbei
东北虎	54801	dongbeihu
东区	54800	dongqu
东华	54799	donghua
东南	54798	dongnan
东南之宝	54797	dongnanzhibao
东南之秀	54796	dongnanzhixiu
东南之美	54795	dongnanzhimei
东南亚	54794	dongnanya
东南亚国家联盟	54793	dongnanyaguojialianmeng
东南半壁	54792	dongnanbanbi
东南欧	54791	dongnanou
东南竹箭	54790	dongnanzhujian
东南雀飞	54789	dongnanquefei
东印度公司	54788	dongyindugongsi
东台	54787	dongtai
东墙处子	54786	dongqiangchuzi
东头	54785	dongtou
东奔西向	54784	dongbenxixiang
东奔西撞	54783	dongbenxizhuang
东奔西窜	54782	dongbenxicuan
东奔西走	54781	dongbenxizou
东奔西跑	54780	dongbenxipao
东奔西逃	54779	dongbenxitao
东家	54778	dongjia
东家效颦	54777	dongjiaxiaopin
东家西舍	54776	dongjiaxishe
东差西误	54775	dongchaxiwu
东市朝衣	54774	dongshichaoyi
东床姣婿	54773	dongchuangjiaoxu
东床择对	54772	dongchuangzedui
东张西觑	54771	dongzhangxiqu
东扯西拉	54770	dongchexila
东扯西拽	54769	dongchexizhuai
东扶西倒	54768	dongfuxidao
东抹西涂	54767	dongmoxitu
东拉西扯	54766	donglaxiche
东挨西撞	54765	dongaixizhuang
东挪西撮	54764	dongnuoxicuo
东撙西节	54763	dongzunxijie
东支西吾	54762	dongzhixiwu
东方不亮西方亮	54761	dongfangbuliangxifangliang
东方将白	54760	dongfangjiangbai
东方文化	54759	dongfangwenhua
东望西观	54758	dongwangxiguan
东横西倒	54757	donghengxidao
东正教	54756	dongzhengjiao
东歪西倒	54755	dongwaixidao
东洋大海	54754	dongyangdahai
东洋车	54753	dongyangche
东流西上	54752	dongliuxishang
东流西落	54751	dongliuxiluo
东涂西抹	54750	dongtuximo
东渐于海	54749	dongjianyuhai
东猜西揣	54748	dongcaixichuai
东猜西疑	54747	dongcaixiyi
东窗事发	54746	dongchuangshifa
东箭南金	54745	dongjiannanjin
东莞	54744	dongguan
东萨摩亚	54743	dongsamoya
东藏西躲	54742	dongcangxiduo
东西南北	54741	dongxinanbei
东西南朔	54740	dongxinanshuo
东观之殃	54739	dongguanzhiyang
东观续史	54738	dongguanxushi
东观西望	54737	dongguanxiwang
东谈西说	54736	dongtanxishuo
东趋西步	54735	dongquxibu
东跑西颠	54734	dongpaoxidian
东踅西倒	54733	dongxuexidao
东躲西藏	54732	dongduoxicang
东躲西跑	54731	dongduoxipao
东量西折	54730	dongliangxishe
东阿	54729	donge
东零西散	54728	donglingxisan
东零西落	54727	donglingxiluo
东风	54726	dongfeng
东风人面	54725	dongfengrenmian
东风入律	54724	dongfengrulv
东风化雨	54723	dongfenghuayu
自动生成	54723	zidongshengcheng
东风压倒西风	54722	dongfengyadaoxifeng
东风吹马耳	54721	dongfengchuimaer
东风射马耳	54720	dongfengshemaer
东风浩荡	54719	dongfenghaodang
东风过耳	54718	dongfengguoer
东风马耳	54717	dongfengmaer
东飘西泊	54716	dongpiaoxibo
东食西宿	54715	dongshixisu
东鳞西爪	54714	donglinxizhao
东鸣西应	54713	dongmingxiying
丝发之功	54712	sifazhigong
丝恩发怨	54711	sienfayuan
丝棉	54710	simian
丝瓜络	54709	sigualuo
丝织	54708	sizhi
丝织品	54707	sizhipin
丞相	54706	chengxiang
丢三拉四	54705	diusanlasi
丢三落四	54704	diusanlasi
丢下耙儿弄扫帚	54703	diuxiapaernongsaozhou
皮肤	54703	pifu
丢卒保车	54702	diuzubaoju
丢面子	54701	diumianzi
丢魂丧胆	54700	diuhunsangdan
两世为人	54699	liangshiweiren
两个	54698	liangge
两侧	54697	liangce
两便	54696	liangbian
两全其美	54695	liangquanqimei
两分法	54694	liangfenfa
两口子	54693	liangkouzi
两可	54692	liangke
两叶掩目	54691	liangyeyanmu
两地	54690	liangdi
两头	54689	liangtou
两头三绪	54688	liangtousanxu
两头三面	54687	liangtousanmian
两头和番	54686	liangtouhefan
两头白面	54685	liangtoubaimian
两头蛇	54684	liangtoushe
两广	54683	liangguang
两张皮	54682	liangzhangpi
两当	54681	liangdang
两性关系	54680	liangxingguanxi
两性生殖	54679	liangxingshengzhi
两手空空	54678	liangshoukongkong
两旁	54677	liangpang
两极分化	54676	liangjifenhua
两栖	54675	liangqi
两栖动物	54674	liangqidongwu
两栖类	54673	liangqilei
两次三番	54672	liangcisanfan
两点论	54671	liangdianlun
两用人才	54670	liangyongrencai
两相情原	54669	liangxiangqingyuan
两相情愿	54668	liangxiangqingyuan
两瞽相扶	54667	liangguxiangfu
两耳塞豆	54666	liangersaidou
两肋插刀	54665	liangleichadao
两脚居间	54664	liangjiaojujian
两虎相斗	54663	lianghuxiangdou
两袖清风	54662	liangxiuqingfeng
两豆塞耳	54661	liangdousaier
两边倒	54660	liangbiandao
两重天	54659	liangchongtian
两难	54658	liangnan
两雄不并立	54657	liangxiongbubingli
两鬓	54656	liangbin
两鼠斗穴	54655	liangshudouxue
严丝合缝	54654	yansihefeng
严令	54653	yanling
严处	54652	yanchu
严家饿隶	54651	yanjiaeli
严惩不贷	54650	yanchengbudai
严查	54649	yancha
严正	54648	yanzheng
严气正性	54647	yanqizhengxing
严父	54646	yanfu
严禁	54645	yanjin
严肃音乐	54644	yansuyinyue
严苛	54643	yanke
严重	54642	yanzhong
严阵以待	54641	yanzhenyidai
严陈以待	54640	yanchenyidai
丧乱	54639	sangluan
丧事	54638	sangshi
丧亡	54637	sangwang
丧假	54636	sangjia
丧偶	54635	sangou
丧命	54634	sangming
丧天害理	54633	sangtianhaili
丧失	54632	sangshi
丧失殆尽	54631	sangshidaijin
丧家	54630	sangjia
丧家之犬	54629	sangjiazhiquan
丧家之狗	54628	sangjiazhigou
丧家犬	54627	sangjiaquan
丧尽天良	54626	sangjintianliang
丧师辱国	54625	sangshiruguo
丧心病狂	54624	sangxinbingkuang
丧志	54623	sangzhi
丧明之痛	54622	sangmingzhitong
丧服	54621	sangfu
丧权	54620	sangquan
丧权辱国	54619	sangquanruguo
丧气	54618	sangqi
丧气话	54617	sangqihua
丧生	54616	sangsheng
丧礼	54615	sangli
丧胆	54614	sangdan
丧胆亡魂	54613	sangdanwanghun
丧胆游魂	54612	sangdanyouhun
丧胆销魂	54611	sangdanxiaohun
丧葬	54610	sangzang
丧葬费	54609	sangzangfei
丧身	54608	sangshen
丧身失节	54607	sangshenshijie
丧钟	54606	sangzhong
丧门	54605	sangmen
丧门星	54604	sangmenxing
丧门神	54603	sangmenshen
丧魂失魄	54602	sanghunshipo
丧魂落魄	54601	sanghunluopo
个个	54600	gege
个中	54599	gezhong
个中妙趣	54598	gezhongmiaoqu
个中滋味	54597	gezhongziwei
个人	54596	geren
个人主义	54595	gerenzhuyi
个人财产	54594	gerencaichan
个位	54593	gewei
个体	54592	geti
个体户	54591	getihu
个体所有制	54590	getisuoyouzhi
个体经济	54589	getijingji
个儿	54588	geer
个别	54587	gebie
个头	54586	getou
个头儿	54585	getouer
个子	54584	gezi
个性	54583	gexing
个把	54582	geba
个旧	54581	gejiu
个旧市	54580	gejiushi
个案	54579	gean
丫头	54578	yatou
丫杈	54577	yacha
中上层	54576	zhongshangceng
中下旬	54575	zhongxiaxun
中下游	54574	zhongxiayou
中专生	54573	zhongzhuansheng
中东	54572	zhongdong
中产	54571	zhongchan
中产阶级	54570	zhongchanjieji
中介人	54569	zhongjieren
中伏	54568	zhongfu
中伤	54567	zhongshang
中低档	54566	zhongdidang
中保	54565	zhongbao
中共	54564	zhonggong
中共中央	54563	zhonggongzhongyang
中冓之言	54562	zhonggouzhiyan
中分	54561	zhongfen
中医师	54560	zhongyishi
中医药	54559	zhongyiyao
中医院	54558	zhongyiyuan
中华	54557	zhonghua
中华人民共和国	54556	zhonghuarenmingongheguo
中华民国	54555	zhonghuaminguo
中华民族	54554	zhonghuaminzu
中华鲟	54553	zhonghuaxun
中卷	54552	zhongjuan
中原逐鹿	54551	zhongyuanzhulu
中古	54550	zhonggu
中号	54549	zhonghao
中和	54548	zhonghe
中国	54547	zhongguo
中国人	54546	zhongguoren
中国人民解放军	54545	zhongguorenminjiefangjun
中国共产党	54544	zhongguogongchandang
中国农业银行	54543	zhongguonongyeyinhang
中国农工民主党	54542	zhongguononggongminzhudang
中国国际广播电台	54541	zhongguoguojiguangbodiantai
中国字	54540	zhongguozi
中国工人	54539	zhongguogongren
中国工农红军	54538	zhongguogongnonghongjun
中国工程院	54537	zhongguogongchengyuan
中国民主促进会	54536	zhongguominzhucujinhui
中国民主同盟	54535	zhongguominzhutongmeng
中国海	54534	zhongguohai
中国画	54533	zhongguohua
中国福利会	54532	zhongguofulihui
中国科学技术大学	54531	zhongguokexuejishudaxue
中国致公党	54530	zhongguozhigongdang
中国话	54529	zhongguohua
中国象棋	54528	zhongguoxiangqi
中国通	54527	zhongguotong
中国青年	54526	zhongguoqingnian
中场	54525	zhongchang
中外合璧	54524	zhongwaihebi
中外合资	54523	zhongwaihezi
中奖	54522	zhongjiang
