word	freq	pinyin
培	298749	pei
迷	298748	mi
诚	298747	cheng
震	298747	shen
宽	298746	kuan
宇	298745	yu
猛	298744	meng
摆	298743	bai
刺	298743	qi
梅	298742	mei
毁	298741	hui
伸	298740	shen
摩	298739	mo
盟	298738	meng
末	298737	mo
售	298737	shu
灯	298736	ding
乃	298736	nai
悲	298735	bei
拍	298734	pai
丁	298733	ding
络	298733	lao
赵	298732	zhao
抵	298732	zhi
朱	298731	shu
硬	298731	ying
麦	298730	mai
埃	298730	zhi
蒋	298729	jiang
抱	298729	pao
操	298728	cao
耶	298727	ye
醒	298726	jing
阻	298726	zu
订	298725	ding
夏	298725	jia
彩	298724	cai
抽	298723	chou
赞	298722	zan
魔	298721	mo
塞	298721	se
纷	298720	fen
折	298720	she
沿	298719	yan
喊	298718	han
违	298717	wei
妹	298716	mei
吴	298716	tun
浪	298715	lang
混	298714	gun
汇	298714	hui
币	298713	bi
丰	298712	feng
蓝	298711	lan
殊	298710	shu
盛	298709	cheng
献	298709	xian
桌	298708	zhuo
啦	298707	la
瓦	298706	wa
谷	298706	yu
莱	298705	lai
搞	298705	qiao
狂	298704	jue
援	298704	yuan
译	298703	yi
措	298703	ze
夺	298702	duo
姓	298702	sheng
汽	298701	qi
烧	298700	shao
距	298699	ju
培	298699	pou
裁	298698	cai
偏	298697	pian
符	298696	fu
勇	298695	yong
触	298694	chu
课	298693	ke
敬	298692	jing
哭	298691	ku
懂	298690	dong
摩	298689	ma
墙	298689	qiang
袭	298688	xi
末	298687	me
召	298687	zhao
乃	298686	ai
趣	298686	cou
罚	298686	fa
卷	298685	gun
侠	298685	xia
拍	298684	bo
厅	298684	ting
拜	298683	bai
丁	298683	zheng
抵	298682	qi
巧	298682	qiao
侧	298681	ce
硬	298681	geng
韩	298680	han
冒	298679	mao
抱	298679	pou
债	298678	zhai
曼	298677	man
融	298676	rong
阻	298676	zhu
惯	298675	guan
享	298674	xiang
戴	298673	dai
童	298672	tong
犹	298671	you
乘	298670	cheng
挂	298669	gua
奖	298668	jiang
喊	298668	kan
绍	298667	shao
厚	298666	hou
纵	298665	zong
障	298664	zhang
讯	298663	xun
币	298663	yin
涉	298662	she
彻	298661	che
蓝	298661	la
刊	298660	kan
丈	298659	zhang
爆	298658	bao
乌	298657	wu
役	298656	yi
搞	298655	kao
描	298655	miao
援	298654	huan
洗	298654	xi
措	298653	ci
玛	298653	ma
患	298652	huan
汽	298651	gai
妙	298651	miao
镜	298650	jing
唱	298649	chang
培	298649	pi
烦	298648	fan
签	298647	qian
仙	298646	xian
彼	298645	bi
弗	298644	fu
症	298643	zheng
仿	298642	fang
倾	298641	qing
牌	298640	pai
摩	298639	mi
陷	298639	xian
盟	298638	ming
鸟	298638	niao
轰	298637	hong
召	298637	shao
咱	298636	zan
趣	298636	zou
菜	298635	cai
卷	298635	jun
闭	298634	bi
奋	298633	fen
庆	298632	qing
撤	298631	che
侧	298631	ze
泪	298630	lei
茶	298629	cha
冒	298629	mo
疾	298628	ji
耶	298627	xie
缘	298627	yuan
播	298626	bo
朗	298625	lang
杜	298624	du
奶	298623	nai
季	298622	ji
童	298622	zhong
丹	298621	dan
狗	298620	gou
乘	298620	sheng
折	298620	ti
尾	298619	wei
喊	298618	jian
仪	298618	yi
偷	298617	tou
奔	298616	ben
珠	298615	zhu
虫	298614	chong
混	298614	kun
驻	298613	zhu
涉	298612	die
孔	298612	kong
宜	298611	yi
艾	298610	ai
桥	298609	qiao
爆	298608	bo
淡	298608	dan
翼	298607	yi
恨	298606	hen
繁	298605	fan
描	298605	mao
寒	298604	han
洗	298604	xian
伴	298603	ban
叹	298602	tan
旦	298601	dan
汽	298601	yi
愈	298600	yu
潮	298599	chao
粮	298598	liang
缩	298597	suo
罢	298596	ba
聚	298595	ju
径	298594	jing
恰	298593	qia
仿	298592	pang
挑	298592	tiao
袋	298591	dai
灰	298590	hui
捕	298589	bu
鸟	298588	diao
徐	298588	xu
珍	298587	zhen
幕	298586	mu
咱	298586	za
映	298585	ying
裂	298584	lie
奋	298583	kang
泰	298583	tai
隔	298582	ge
启	298581	qi
侧	298581	zhai
尖	298580	jian
忠	298579	zhong
累	298578	lei
炎	298577	yan
暂	298576	zan
估	298575	gu
泛	298574	fan
荒	298573	huang
偿	298572	chang
横	298571	heng
拒	298570	ju
瑞	298569	rui
尾	298569	yi
忆	298568	yi
孤	298567	gu
鼻	298566	bi
闹	298565	nao
虫	298564	hui
羊	298564	yang
呆	298563	dai
厉	298562	li
衡	298561	heng
胞	298560	bao
艾	298560	yi
零	298559	ling
穷	298558	qiong
淡	298558	yan
舍	298557	she
码	298556	ma
赫	298555	he
繁	298555	po
婆	298554	po
魂	298553	hun
伴	298553	pan
叹	298552	yi
灾	298552	zai
洪	298551	hong
腿	298550	tui
胆	298549	dan
津	298548	jin
俗	298547	su
缩	298547	su
辩	298546	bian
胸	298545	xiong
晓	298544	xiao
劲	298543	jin
贫	298542	pin
仁	298541	ren
偶	298540	ou
辑	298539	ji
邦	298538	bang
恢	298537	hui
赖	298536	lai
幕	298536	man
圈	298535	quan
映	298535	yang
摸	298534	mo
仰	298533	yang
隔	298532	rong
润	298532	run
堆	298531	dui
碰	298530	peng
艇	298529	ting
稍	298528	shao
迟	298527	chi
辆	298526	liang
废	298525	fei
泛	298524	feng
净	298524	jing
杜	298524	tu
凶	298523	xiong
署	298522	shu
壁	298521	bi
御	298520	yu
奉	298519	feng
旋	298518	xuan
冬	298517	dong
奔	298516	fen
矿	298516	kuang
抬	298515	tai
蛋	298514	dan
呆	298513	bao
晨	298513	chen
伏	298512	fu
吹	298511	chui
鸡	298510	ji
胞	298510	pao
倍	298509	bei
零	298509	lian
糊	298508	hu
淡	298508	tan
秦	298507	qin
盾	298506	dun
杯	298505	bei
繁	298505	pan
赫	298505	shi
租	298504	zu
骑	298503	qi
乏	298502	fa
叹	298502	you
隆	298501	long
诊	298500	zhen
奴	298499	nu
胆	298499	tan
摄	298498	she
丧	298497	sang
污	298496	wu
渡	298495	du
旗	298494	qi
甘	298493	gan
劲	298493	jing
耐	298492	nai
挑	298492	tao
凭	298491	ping
扎	298490	zha
抢	298489	qiang
绪	298488	xu
粗	298487	cu
肩	298486	jian
圈	298485	juan
梁	298485	liang
幻	298484	huan
仰	298483	ang
菲	298483	fei
隔	298482	ji
皆	298482	jie
碎	298481	sui
堆	298481	zui
宙	298480	zhou
叔	298479	shu
岩	298478	yan
荡	298477	dang
炎	298477	tan
综	298476	zong
爬	298475	pa
净	298474	cheng
泛	298474	fa
荷	298474	he
荒	298473	kang
悉	298473	xi
蒂	298472	di
返	298471	fan
横	298471	guang
井	298470	jing
御	298470	ya
壮	298469	zhuang
薄	298468	bao
悄	298467	qiao
扫	298466	sao
抬	298465	chi
敏	298465	min
碍	298464	ai
呆	298463	ai
殖	298463	zhi
详	298462	xiang
迪	298461	di
矛	298460	mao
霍	298459	huo
倍	298459	pei
允	298458	yun
幅	298457	fu
舍	298457	shi
撒	298456	sa
盾	298456	shun
剩	298455	sheng
租	298454	ju
凯	298454	kai
颗	298453	ke
骂	298452	ma
赏	298451	shang
液	298450	ye
番	298449	fan
箱	298448	xiang
贴	298447	tie
漫	298446	man
酸	298445	suan
郎	298444	lang
甘	298443	han
腰	298443	yao
挑	298442	diao
耐	298442	neng
舒	298442	shu
眉	298441	mei
忧	298440	you
扎	298440	za
浮	298439	fu
辛	298438	xin
恋	298437	lian
餐	298436	can
肩	298436	xian
吓	298435	xia
挺	298434	ting
励	298433	li
辞	298432	ci
艘	298431	sou
键	298430	jian
伍	298429	wu
峰	298428	feng
累	298428	lv
尺	298427	chi
综	298426	zeng
昨	298426	zuo
黎	298425	li
辈	298424	bei
贯	298423	guan
侦	298422	zhen
滑	298421	hua
券	298420	quan
崇	298419	chong
薄	298418	bo
扰	298418	rao
宪	298417	xian
绕	298416	rao
趋	298415	qu
慈	298414	ci
乔	298413	qiao
殖	298413	shi
阅	298412	yue
汗	298411	han
枝	298410	zhi
霍	298409	he
拖	298409	tuo
墨	298408	mo
允	298408	yuan
幅	298407	bi
胁	298407	xie
插	298406	cha
盾	298406	yun
箭	298405	jian
腊	298404	la
粉	298403	fen
泥	298402	ni
氏	298401	shi
彭	298400	peng
液	298400	shi
拔	298399	ba
胆	298399	da
番	298399	pan
骗	298398	pian
凤	298397	feng
慧	298396	hui
媒	298395	mei
佩	298394	pei
愤	298393	fen
扑	298392	pu
舒	298392	yu
龄	298391	ling
驱	298390	qu
惜	298389	xi
豪	298388	hao
掩	298387	yan
兼	298386	jian
餐	298386	sun
吓	298385	he
跃	298385	yue
尸	298384	shi
肃	298383	su
帕	298382	pa
驶	298381	shi
堡	298380	bao
届	298379	jie
累	298378	lie
欣	298378	xin
尺	298377	che
惠	298377	hui
册	298376	ce
储	298375	chu
飘	298374	piao
桑	298373	sang
闲	298372	xian
惨	298371	can
滑	298371	gu
横	298371	huang
洁	298370	jie
券	298370	xuan
踪	298369	zong
勃	298368	bo
扰	298368	you
宾	298367	bin
宪	298367	xiong
频	298366	pin
仇	298365	chou
磨	298364	mo
递	298363	di
邪	298362	xie
撞	298361	zhuang
拟	298360	ni
枝	298360	qi
拖	298359	chi
滚	298359	gun
霍	298359	suo
墨	298358	mei
奏	298358	zou
巡	298357	xun
颜	298356	yan
插	298356	zha
剂	298355	ji
绩	298354	ji
腊	298354	xi
贡	298353	gong
疯	298352	feng
坡	298351	po
氏	298351	zhi
彭	298350	pang
瞧	298350	qiao
拔	298349	bo
截	298349	jie
燃	298348	ran
焦	298347	jiao
殿	298346	dian
伪	298345	wei
柳	298344	liu
锁	298343	suo
逼	298342	bi
扑	298342	pi
颇	298341	po
昏	298340	hun
劝	298339	quan
呈	298338	cheng
搜	298337	sou
勤	298336	qin
吓	298335	ha
戒	298335	jie
驾	298334	jia
漂	298333	piao
帕	298332	mo
饮	298332	yin
曹	298331	cao
堡	298330	bu
朵	298330	duo
仔	298329	zai
柔	298328	rou
俩	298327	lia
孟	298326	meng
册	298326	zha
腐	298325	fu
幼	298324	you
践	298323	jian
籍	298322	ji
牧	298321	mu
洁	298320	ji
凉	298320	liang
牲	298319	sheng
薄	298318	bu
佳	298318	jia
娜	298317	na
浓	298316	nong
芳	298315	fang
仇	298315	qiu
稿	298314	gao
竹	298313	zhu
腹	298312	fu
邪	298312	ya
跌	298311	die
汗	298311	gan
逻	298310	luo
垂	298309	chui
奏	298308	cou
遵	298308	zun
脉	298307	mai
巡	298307	yan
貌	298306	mao
柏	298305	bai
狱	298304	yu
猜	298303	cai
怜	298302	lian
惑	298301	huo
氏	298301	jing
彭	298300	bang
陶	298300	tao
拔	298299	bie
番	298299	bo
兽	298299	shou
帐	298298	zhang
焦	298297	qiao
饰	298297	shi
贷	298296	dai
昌	298295	chang
叙	298294	xu
躺	298293	tang
钢	298292	gang
沟	298291	gou
寄	298290	ji
扶	298289	fu
呈	298288	kuang
铺	298288	pu
邓	298287	deng
搜	298287	xiao
勤	298286	qi
寿	298286	shou
惧	298285	ju
询	298284	xun
汤	298283	tang
盗	298282	dao
肥	298281	fei
尝	298280	chang
堡	298280	pu
匆	298279	cong
仔	298279	zi
辉	298278	hui
俩	298277	liang
奈	298277	nai
扣	298276	kou
廷	298275	ting
澳	298274	ao
幼	298274	yao
嘛	298273	ma
董	298272	dong
籍	298272	jie
迁	298271	qian
凝	298270	ning
慰	298269	wei
厌	298268	yan
娜	298267	nuo
脏	298267	zang
腾	298266	teng
仇	298265	ju
幽	298265	you
怨	298264	yuan
鞋	298263	xie
丢	298262	diu
邪	298262	ye
埋	298261	mai
泉	298260	quan
涌	298259	yong
垂	298259	zhui
辖	298258	xia
躲	298257	duo
脉	298257	mo
巡	298257	shun
晋	298256	jin
貌	298256	mo
柏	298255	bo
紫	298255	zi
艰	298254	jian
魏	298253	wei
怜	298252	ling
泥	298252	nie
吾	298252	wu
慌	298251	huang
陶	298250	yao
祝	298250	zhu
拔	298249	fa
番	298249	po
邮	298249	you
吐	298248	tu
狠	298247	hen
鉴	298246	jian
曰	298245	yue
械	298244	xie
咬	298243	yao
邻	298242	lin
赤	298241	chi
挤	298240	ji
扶	298239	pu
弯	298239	wan
椅	298238	yi
陪	298237	pei
邓	298237	shan
割	298236	ge
揭	298235	jie
韦	298234	wei
汤	298233	shang
悟	298233	wu
聪	298232	cong
肥	298231	bi
雾	298231	wu
锋	298230	feng
梯	298229	ti
猫	298228	mao
祥	298227	xiang
阔	298226	kuo
誉	298225	yu
筹	298224	chou
澳	298224	yu
丛	298223	cong
牵	298222	qian
董	298222	zhong
鸣	298221	ming
沈	298220	shen
阁	298219	ge
穆	298218	mu
屈	298217	qu
旨	298216	zhi
袖	298215	xiu
猎	298214	lie
怨	298214	yun
臂	298213	bi
鞋	298213	wa
蛇	298212	she
邪	298212	xu
贺	298211	he
埋	298211	man
跌	298211	tu
柱	298210	zhu
涌	298209	chong
抛	298209	pao
鼠	298208	shu
瑟	298207	se
戈	298206	ge
牢	298205	lao
逊	298204	xun
迈	298203	mai
泥	298202	ning
欺	298202	qi
吾	298202	yu
吨	298201	dun
陶	298200	dao
琴	298200	qin
祝	298200	zhou
拔	298199	bei
衰	298199	shuai
瓶	298198	ping
恼	298197	nao
狠	298197	yan
燕	298196	yan
仲	298195	zhong
诱	298194	you
咬	298193	jiao
狼	298193	lang
池	298192	chi
疼	298191	teng
卢	298190	lu
仗	298189	zhang
冠	298188	guan
粒	298187	li
搜	298187	shao
遥	298186	yao
吕	298185	lv
揭	298185	qi
玄	298184	xuan
漂	298183	biao
尘	298183	chen
冯	298182	feng
抚	298181	fu
浅	298180	qian
敦	298179	dun
纠	298178	jiu
猫	298178	miao
钻	298177	zuan
晶	298176	jing
岂	298175	qi
峡	298174	xia
苍	298173	cang
喷	298172	pen
耗	298171	hao
沈	298170	chen
凌	298170	ling
敲	298169	qiao
菌	298168	jun
屈	298167	jue
赔	298167	pei
涂	298166	tu
粹	298165	cui
扁	298164	bian
猎	298164	xi
臂	298163	bei
亏	298163	kui
寂	298162	ji
邪	298162	she
蛇	298162	yi
煤	298161	mei
熊	298160	xiong
恭	298159	gong
湿	298158	shi
循	298157	xun
暖	298156	nuan
糖	298155	tang
赋	298154	fu
抑	298153	yi
吾	298152	ya
秩	298152	zhi
帽	298151	mao
吨	298151	tun
哀	298150	ai
祝	298150	chu
宿	298149	su
衰	298149	suo
踏	298148	ta
狠	298147	ken
烂	298147	lan
袁	298146	yuan
侯	298145	hou
抖	298144	dou
夹	298143	jia
昆	298142	kun
池	298142	tuo
肝	298141	gan
擦	298140	ca
猪	298139	zhu
炼	298138	lian
恒	298137	heng
慎	298136	shen
搬	298135	ban
揭	298135	he
纽	298134	niu
纹	298133	wen
玻	298132	bo
冯	298132	ping
渔	298131	yu
磁	298130	ci
浅	298130	jian
敦	298129	dui
铜	298129	tong
齿	298128	chi
跨	298127	kua
押	298126	ya
怖	298125	bu
岂	298125	kai
漠	298124	mo
疲	298123	pi
叛	298122	pan
耗	298121	mao
遣	298121	qian
沈	298120	tan
兹	298120	zi
祭	298119	ji
醉	298118	zui
拳	298117	quan
屈	298117	que
涂	298116	chu
弥	298116	mi
粹	298115	sui
斜	298115	xie
档	298114	dang
扁	298114	pian
猎	298114	que
稀	298113	xi
亏	298113	yu
捷	298112	jie
蛇	298112	tuo
肤	298111	fu
疫	298110	yi
肿	298109	zhong
豆	298108	dou
削	298107	xue
岗	298106	gang
暖	298106	xuan
晃	298105	huang
牢	298105	lou
吞	298104	tun
宏	298103	hong
癌	298102	ai
肚	298101	du
隶	298100	li
衰	298099	cui
履	298099	lv
番	298099	pi
宿	298099	xiu
涨	298098	zhang
狠	298097	hang
耀	298097	yao
扭	298096	niu
坛	298095	tan
拨	298094	bo
夹	298093	ga
沃	298093	wo
池	298092	che
绘	298092	hui
昆	298092	hun
伐	298091	fa
堪	298090	kan
仆	298089	pu
郭	298088	guo
牺	298087	xi
歼	298086	jian
慎	298086	zhen
墓	298085	mu
搬	298085	su
雇	298084	gu
廉	298083	lian
契	298082	qi
拼	298081	pin
惩	298080	cheng
敦	298079	tuan
捉	298079	zhuo
覆	298078	fu
跨	298077	ku
刷	298077	shua
劫	298076	jie
押	298076	xia
嫌	298075	xian
瓜	298074	gua
歇	298073	xie
雕	298072	diao
闷	298071	men
兹	298070	ci
乳	298070	ru
串	298069	chuan
祭	298069	zhai
娃	298068	wa
缴	298067	jiao
屈	298067	ju
唤	298066	huan
涂	298066	ye
斜	298065	xia
赢	298065	ying
莲	298064	lian
霸	298063	ba
蛇	298062	chi
捷	298062	qie
桃	298062	tao
妥	298061	tuo
瘦	298060	shou
搭	298059	da
赴	298058	fu
削	298057	xiao
岳	298057	yue
嘉	298056	jia
舱	298055	cang
俊	298054	jun
吞	298054	tian
址	298053	zhi
庞	298052	pang
癌	298052	yan
耕	298051	geng
隶	298050	dai
锐	298050	rui
缝	298049	feng
悔	298048	hui
邀	298047	yao
扭	298046	chou
玲	298046	ling
惟	298045	wei
斥	298044	chi
狼	298043	hang
宅	298043	zhai
添	298042	tian
挖	298041	wa
堪	298040	chen
呵	298040	he
讼	298039	song
氧	298038	yang
浩	298037	hao
羽	298036	yu
斤	298035	jin
雇	298034	hu
酷	298034	ku
掠	298033	lve
契	298032	xie
妖	298032	yao
拼	298031	bing
祸	298031	huo
侍	298030	shi
敦	298029	diao
乙	298029	yi
妨	298028	fang
贪	298027	tan
押	298026	jia
挣	298026	zheng
汪	298025	wang
尿	298024	niao
莉	298023	li
歇	298023	ya
悬	298022	xuan
唇	298021	chun
翰	298020	han
仓	298019	cang
串	298019	guan
轨	298018	gui
枚	298017	mei
缴	298017	zhuo
盐	298016	yan
斜	298015	cha
览	298015	lan
傅	298014	fu
霸	298013	po
帅	298013	shuai
捷	298012	cha
庙	298012	miao
桃	298012	tiao
芬	298011	fen
屏	298010	ping
寺	298009	si
搭	298009	ta
胖	298008	pang
璃	298007	li
削	298007	qiao
愚	298006	yu
滴	298005	di
疏	298004	shu
俊	298004	shun
萧	298003	xiao
姿	298002	zi
颤	298001	chan
丑	298000	chou
隶	298000	yi
劣	297999	lie
宿	297999	qi
柯	297998	ke
寸	297997	cun
扔	297996	reng
扭	297996	zhou
盯	297995	ding
斥	297994	che
辱	297994	ru
宅	297993	che
匹	297993	pi
俱	297992	ju
辨	297991	bian
饿	297990	e
呵	297990	ha
蜂	297989	feng
哦	297988	o
浩	297987	gao
腔	297987	qiang
羽	297986	hu
郁	297986	yu
溃	297985	kui
谨	297984	jin
糟	297983	zao
葛	297982	ge
妖	297982	jiao
契	297982	qie
苗	297981	miao
肠	297980	chang
忌	297979	ji
溜	297978	liu
鸿	297977	hong
爵	297976	jue
鹏	297975	peng
尿	297974	sui
鹰	297974	ying
笼	297973	long
丘	297972	qiu
桂	297971	gui
唇	297971	zhen
滋	297970	zi
聊	297969	liao
串	297969	quan
挡	297968	dang
娃	297968	gui
纲	297967	gang
肌	297966	ji
茨	297965	ci
斜	297965	ye
壳	297964	ke
痕	297963	hen
碗	297962	wan
桃	297962	zhao
穴	297961	xue
膀	297960	bang
屏	297960	bing
寺	297959	shi
卓	297959	zhuo
胖	297958	pan
贤	297958	xian
削	297957	shao
卧	297957	wo
膜	297956	mo
毅	297955	yi
俊	297954	dun
锦	297954	jin
欠	297953	qian
哩	297952	li
函	297951	han
颤	297951	zhan
隶	297950	di
茫	297950	mang
昂	297949	ang
薛	297948	xue
皱	297947	zhou
夸	297946	kua
盯	297945	cheng
豫	297945	yu
胃	297944	wei
斥	297944	zhe
宅	297943	du
舌	297943	she
剥	297942	bo
傲	297941	ao
呵	297940	a
拾	297940	shi
窝	297939	wo
哦	297938	e
睁	297938	zheng
浩	297937	ge
腔	297937	kong
携	297937	xie
陵	297936	ling
哼	297935	heng
溃	297935	hui
棉	297934	mian
晴	297933	qing
契	297932	jie
铃	297932	ling
填	297931	tian
饲	297930	si
敦	297929	dao
乙	297929	jue
渴	297929	ke
吻	297928	wen
扮	297927	ban
逆	297926	ni
脆	297925	cui
汪	297925	hong
喘	297924	chuan
莉	297923	chi
罩	297923	zhao
卜	297922	bo
炉	297921	lu
柴	297920	chai
滋	297920	ci
聊	297919	liu
愉	297919	yu
绳	297918	sheng
胎	297917	tai
蓄	297916	xu
眠	297915	mian
竭	297914	jie
壳	297914	qiao
痕	297913	gen
喂	297913	wei
傻	297912	sha
穴	297911	jue
慕	297911	mu
浑	297910	hun
膀	297910	pang
奸	297909	jian
扇	297908	shan
柜	297907	gui
悦	297906	yue
拦	297905	lan
诞	297904	dan
饱	297903	bao
泡	297901	pao
茫	297900	huang
贼	297900	zei
亭	297899	ting
昂	297899	yang
夕	297898	xi
爹	297897	die
酬	297896	chou
儒	297895	ru
豫	297895	xie
姻	297894	yin
舌	297893	gua
卵	297893	luan
剥	297892	bao
氛	297892	fen
辨	297891	ban
泄	297891	xie
杆	297890	gan
拾	297890	she
挨	297889	ai
僧	297888	seng
蜜	297887	mi
吟	297886	yin
哼	297885	hng
猩	297885	xing
遂	297884	sui
狭	297883	xia
肖	297882	xiao
甜	297881	tian
霞	297880	xia
驳	297879	bo
渴	297879	jie
敦	297879	zhun
裕	297878	yu
扮	297877	fen
顽	297877	wan
摘	297875	zhai
矮	297874	ai
秒	297873	miao
卜	297872	bu
卿	297872	qing
畜	297871	chu
柴	297870	ci
滋	297870	xuan
咽	297870	yan
披	297869	pi
愉	297869	tou
辅	297868	fu
勾	297867	gou
盆	297866	pen
疆	297865	jiang
赌	297864	du
塑	297863	su
畏	297862	wei
吵	297861	chao
囊	297860	nang
嗯	297859	g
奸	297859	gan
泊	297858	po
肺	297857	fei
柜	297857	ju
骤	297856	zhou
缠	297855	chan
冈	297854	gang
羞	297853	xiu
瞪	297852	deng
吊	297851	diao
贾	297850	jia
漏	297849	lou
斑	297848	ban
夕	297848	yi
涛	297847	tao
悠	297846	you
鹿	297845	lu
豫	297845	shu
俘	297844	fu
卵	297843	kun
锡	297843	xi
卑	297842	bei
剥	297842	pu
辨	297841	pian
泄	297841	yi
葬	297841	zang
拾	297840	jie
呵	297840	ke
铭	297840	ming
滩	297839	tan
僧	297838	ceng
嫁	297838	jia
催	297837	cui
璇	297836	xuan
翅	297835	chi
盒	297834	he
蛮	297833	man
矣	297832	yi
填	297831	chen
潘	297831	pan
歧	297830	qi
赐	297829	ci
渴	297829	kai
敦	297829	tun
鲍	297828	bao
锅	297827	guo
廊	297826	lang
拆	297825	chai
灌	297824	guan
勉	297823	mian
盲	297822	mang
卜	297822	pu
畜	297821	xu
宰	297821	zai
柴	297820	zhai
佐	297820	zuo
啥	297819	sha
胀	297818	zhang
扯	297817	che
禧	297816	xi
辽	297815	liao
眠	297815	min
抹	297814	mo
筒	297813	tong
棋	297812	qi
裤	297811	ku
唉	297810	ai
朴	297809	pu
泊	297808	bo
咐	297808	fu
肺	297807	pei
孕	297807	yun
誓	297806	shi
喉	297805	hou
妄	297804	wang
拘	297803	ju
链	297802	lian
驰	297801	chi
贾	297800	gu
栏	297800	lan
逝	297799	shi
窃	297798	qie
艳	297797	yan
臭	297796	chou
鹿	297795	lv
纤	297795	xian
玑	297794	ji
棵	297793	ke
卑	297792	bi
趁	297792	chen
匠	297791	jiang
呵	297790	huo
盈	297790	ying
翁	297789	weng
愁	297788	chou
瞬	297787	shun
吟	297786	jin
婴	297786	ying
孝	297785	xiao
盒	297784	an
颈	297784	jing
倘	297783	tang
矣	297782	xian
浙	297782	zhe
谅	297781	liang
填	297781	zhen
蔽	297780	bi
畅	297779	chang
渴	297779	he
赠	297778	zeng
扮	297777	huo
妮	297777	ni
莎	297776	sha
拆	297775	che
尉	297775	wei
冻	297774	dong
灌	297774	huan
跪	297773	gui
闯	297772	chuang
葡	297771	pu
咽	297770	ye
柴	297770	zi
厨	297769	chu
鸭	297768	ya
颠	297767	dian
遮	297766	zhe
谊	297765	yi
抹	297764	ma
圳	297764	zhen
筒	297763	dong
吁	297763	xu
棋	297762	ji
仑	297762	lun
吵	297761	miao
辟	297761	pi
瘤	297760	liu
朴	297759	piao
嫂	297759	sao
陀	297758	tuo
框	297757	kuang
谭	297756	tan
亨	297755	heng
钦	297754	qin
拘	297753	gou
庸	297753	yong
哩	297752	mai
歉	297752	qian
芝	297751	zhi
吼	297750	hou
甫	297749	fu
衫	297748	shan
摊	297747	tan
臭	297746	xiu
宴	297746	yan
纤	297745	qian
嘱	297745	zhu
衷	297744	zhong
娇	297743	jiao
棵	297743	kuan
陕	297742	shan
趁	297742	zhen
矩	297741	ju
浦	297740	pu
讶	297739	ya
愁	297738	qiao
耸	297738	song
裸	297737	luo
碧	297736	bi
摧	297735	cui
颈	297734	geng
薪	297734	xin
倘	297733	chang
淋	297733	lin
耻	297732	chi
潘	297731	bo
胶	297731	jiao
蔽	297730	bie
屠	297730	tu
鹅	297729	e
饥	297728	ji
盼	297727	pan
脖	297726	bo
莎	297726	suo
拆	297725	chi
虹	297725	hong
尉	297725	yu
翠	297724	cui
崩	297723	beng
账	297722	zhang
葡	297721	bei
萍	297721	ping
逢	297720	feng
咽	297720	yuan
赚	297719	zhuan
撑	297718	cheng
翔	297717	xiang
倡	297716	chang
绵	297715	mian
猴	297714	hou
圳	297714	quan
枯	297713	ku
吁	297713	yu
巫	297712	wu
辟	297711	bi
昭	297711	zhao
怔	297710	zheng
朴	297709	po
渊	297709	yuan
凑	297708	cou
陀	297708	duo
溪	297707	xi
蠢	297706	chun
禅	297705	chan
亨	297705	xiang
阐	297704	chan
旺	297703	wang
哩	297702	ying
寓	297702	yu
藤	297701	teng
匪	297700	fei
伞	297699	san
碑	297698	bei
挪	297697	nuo
琼	297696	qiong
脂	297695	zhi
谎	297694	huang
慨	297693	kai
卑	297692	pi
菩	297692	pu
萄	297691	tao
狮	297690	shi
掘	297689	jue
抄	297688	chao
愁	297688	jiu
岭	297687	ling
晕	297686	yun
逮	297685	dai
摧	297685	zui
砍	297684	kan
掏	297683	tao
狄	297682	di
晰	297681	xi
胶	297681	xiao
罕	297680	han
蔽	297680	pie
挽	297679	wan
脾	297678	pi
盼	297677	fen
舟	297677	zhou
痴	297676	chi
莎	297676	sui
拆	297675	ca
蔡	297675	cai
虹	297675	jiang
尉	297675	yun
剪	297674	jian
脊	297673	ji
弓	297672	gong
懒	297671	lan
叉	297670	cha
逢	297670	peng
拐	297669	guai
赚	297669	zuan
喃	297668	nan
僚	297667	liao
捐	297666	juan
姊	297665	zi
圳	297664	chou
骚	297664	sao
枯	297663	gu
拓	297663	tuo
歪	297662	wai
辟	297661	mi
粘	297661	zhan
柄	297660	bing
坑	297659	keng
陌	297658	mo
溪	297657	qi
窄	297657	zhai
湘	297656	xiang
亨	297655	peng
禅	297655	shan
兆	297655	zhao
崖	297654	ya
骄	297653	jiao
刹	297652	sha
鞭	297651	bian
芒	297650	mang
筋	297649	jin
甫	297649	pu
聘	297648	pin
钩	297647	gou
棍	297646	gun
嚷	297645	rang
腺	297644	xian
弦	297643	xian
卑	297642	ban
菩	297642	bei
趁	297642	nian
焰	297642	yan
耍	297641	shua
俯	297640	fu
掘	297639	ku
厘	297639	li
愣	297638	leng
抄	297638	suo
厦	297637	sha
恳	297636	ken
摧	297635	cuo
饶	297635	rao
钉	297634	ding
寡	297633	gua
憾	297632	han
狄	297632	ti
潘	297631	fan
摔	297631	shuai
叠	297630	die
惹	297629	re
脾	297628	pai
喻	297628	yu
谱	297627	pu
愧	297626	kui
煌	297625	huang
蔡	297625	sa
徽	297624	hui
溶	297623	rong
坠	297622	zhui
煞	297621	sha
巾	297620	jin
逢	297620	pang
滥	297619	lan
洒	297618	sa
堵	297617	du
瓷	297616	ci
捐	297616	yuan
咒	297615	zhou
圳	297614	huai
姨	297614	yi
棒	297613	bang
